text,leaf_labels
【上口美食】上口美食極品紅燒魚翅羹,羹;魚類
【上友】北海道嚴選磯昆布,蔬菜
【上海鄉村】本幫東坡肉,豬
【上海鄉村】本幫鮑魚紅燒肉,鮑魚;肉類
【上海鄉村】白燒砂鍋濃魚湯,湯品;魚類
【上海鄉村】栗子燒雞飯,雞;飯類;堅果種子類
【上海鄉村】滬杭口水雞,雞
【上野物產】 北太平洋野生 粉鮭切片,鮭魚
【上野物產】 阿拉斯加野生鮭魚,鮭魚
【上野物產】A級 金勾魚翅/羽毛魚翅,魚類
【上野物產】A級 雞肉大熱狗,火腿熱狗;雞
【上野物產】CAS 台灣產 馬鈴薯丁,馬鈴薯
【上野物產】NG土魠魚,魚類
【上野物產】NG組合大干貝 非生食,干貝
【上野物產】NG碎培根,加工肉品
【上野物產】NG鮭魚,鮭魚
【上野物產】九份芋圓/地瓜圓,芋頭;地瓜
【上野物產】九層塔蔥抓餅,麵餅;蔥
【上野物產】人參土雞湯,湯品;雞;人蔘
【上野物產】三角薯餅,馬鈴薯
【上野物產】三杯杏鮑菇,菌菇
【上野物產】上海生煎包,包子饅頭
【上野物產】千張草蝦捲,蝦
【上野物產】千層三星蔥拉餅,麵餅;蔥
【上野物產】土魠魚切片,魚類
【上野物產】大蝦仁排,蝦
【上野物產】大雞腿排,雞
【上野物產】小干貝/小帆立貝,干貝
【上野物產】小白蝦仁,蝦
【上野物產】小白鯧,魚類
【上野物產】小羊腸,內臟及血製品;羊
【上野物產】小肉包,包子饅頭;肉類
【上野物產】小肉豆,加工肉品
【上野物產】小金鯧,魚類
【上野物產】小蚵嗲/蚵包,貝類
【上野物產】小銀絲卷,包子饅頭
【上野物產】小熱狗,火腿熱狗
【上野物產】小籠湯包,包子饅頭
【上野物產】干貝蘿蔔糕,干貝;蘿蔔
【上野物產】丹麥吐司,丹麥可頌;吐司
【上野物產】五彩芋圓,芋頭
【上野物產】六吋橢圓牽絲披薩 培根/總匯,麵餅;加工肉品
【上野物產】巴沙魚片,魚類
【上野物產】手工泡菜/韭菜/咖哩煎餃,餃子;咖哩;泡菜
【上野物產】手工蔥抓餅,麵餅;蔥
【上野物產】日式拉麵,拉麵
【上野物產】日式炸豬排/台式炸豬排,豬
【上野物產】日式唐揚雞塊,雞
【上野物產】日式蒲燒鯛魚腹排,魚類
【上野物產】月眉魚翅,魚類
【上野物產】毛豆仁,豆類
【上野物產】水晶芋頭粿,芋頭
【上野物產】水蜜桃伯爵 冷泡茶包,茶類;水蜜桃
【上野物產】火腿丁,火腿熱狗
【上野物產】牛肉漢堡排,牛;加工肉品;堡
【上野物產】牛肉餡餅,牛;麵餅
【上野物產】加拿大進口 冷凍蔓越莓,蔓越莓
【上野物產】北太平洋野生 粉鮭切片,鮭魚
【上野物產】卡啦大雞排,雞
【上野物產】卡啦脆皮豬排,豬
【上野物產】古早味貢丸,加工肉品
【上野物產】可頌燒餅/芝麻燒餅,麵餅;芝麻;丹麥可頌
【上野物產】台式大雞排 帶骨,雞
【上野物產】台南意麵,麵
【上野物產】台灣產 小黃瓜切片,蔬菜
【上野物產】台灣產 山東大白菜 切段,白菜
【上野物產】台灣產 山苦瓜切片,蔬菜
【上野物產】台灣產 木耳絲,木耳
【上野物產】台灣產 水鯊魚切丁,魚類
【上野物產】台灣產 牛番茄切塊,番茄
【上野物產】台灣產 台農57號 冰烤可即食番薯,地瓜
【上野物產】台灣產 玉米粒,玉米
【上野物產】台灣產 白蘿蔔 切塊,蘿蔔
【上野物產】台灣產 地瓜葉切段,蔬菜;地瓜
【上野物產】台灣產 竹筍切塊,筍子
【上野物產】台灣產 竹筴魚切片切塊,魚類
【上野物產】台灣產 冷凍 綠白花椰菜,蔬菜
【上野物產】台灣產 冷凍小白菜 切段,白菜
【上野物產】台灣產 冷凍毛豆莢,豆類
【上野物產】台灣產 冷凍冬瓜塊,冬瓜
【上野物產】台灣產 冷凍青江菜 切段,蔬菜
【上野物產】台灣產 冷凍桑葚,水果
【上野物產】台灣產 冷凍帶皮南瓜,蔬菜
【上野物產】台灣產 宜蘭薄鹽鯖魚片,魚類;鹽
【上野物產】台灣產 宜蘭薄鹽鯖魚片 ,魚類;鹽
【上野物產】台灣產 油菜 切段,蔬菜
【上野物產】台灣產 空心菜切段,蔬菜
【上野物產】台灣產 芥藍菜 切段,蔬菜
【上野物產】台灣產 青椒絲,辣椒
【上野物產】台灣產 娃娃菜 切段,蔬菜
【上野物產】台灣產 客家在地紅糟肉,肉類
【上野物產】台灣產 紅蘿蔔切片,蘿蔔
【上野物產】台灣產 紅蘿蔔絲,蘿蔔
【上野物產】台灣產 紅蘿蔔塊,蘿蔔
【上野物產】台灣產 高麗菜 切片,高麗菜
【上野物產】台灣產 基隆咪咪卷/一口小卷,海鮮
【上野物產】台灣產 彩椒絲,辣椒
【上野物產】台灣產 筍絲,筍子
【上野物產】台灣產 紫高麗菜絲,高麗菜
【上野物產】台灣產 絲瓜切片,蔬菜
【上野物產】台灣產 綠花椰菜,蔬菜
【上野物產】台灣產 蔥花,蔥
【上野物產】台灣產 櫛瓜片,蔬菜
【上野物產】台灣產 薑絲,薑
【上野物產】台灣雲林 蒜頭丁,蒜
【上野物產】台灣鯛魚/吳郭魚,魚類
【上野物產】四角薯餅,馬鈴薯
【上野物產】四季豆,蔬菜
【上野物產】玉米布丁酥,玉米;布丁
【上野物產】玉米濃湯,濃湯;玉米
【上野物產】生凍柳葉魚,魚類
【上野物產】白桃烏龍 冷泡茶包,烏龍青茶;水蜜桃
【上野物產】白帶魚片,魚類
【上野物產】白帶魚塊,魚類
【上野物產】皮帶麵,麵
【上野物產】冰烤可即食 栗香地瓜,地瓜
【上野物產】冰梅燒鴨,鴨;梅子
【上野物產】冰滷鴨翅,鴨
【上野物產】地瓜麻糬薯條,地瓜;麻糬
【上野物產】地瓜薯條 ,地瓜
【上野物產】朱槿荔枝紅茶 冷泡茶包,紅茶;荔枝
【上野物產】竹筒米糕,米糕
【上野物產】米血麻油雞,雞;芝麻;油類;內臟及血製品;米
【上野物產】冷凍 黑醋栗,莓果
【上野物產】冷凍刀削麵,麵
【上野物產】冷凍去殼海瓜子清肉,貝類
【上野物產】冷凍芋頭角 芋角,芋頭
【上野物產】冷凍蔬菜 青豆仁,豆類
【上野物產】孜然羊肋排,羊
【上野物產】杏仁蝦酥,蝦;杏仁
【上野物產】沙茶牛肉/沙茶羊肉/沙茶松阪豬,牛;羊;豬;沙茶
【上野物產】芋泥紫米糕 ,米糕;芋頭
【上野物產】芋頭餅,芋頭;點心類
【上野物產】芒果青 情人果,芒果
【上野物產】芒果綠茶 冷泡茶包,綠茶抹茶;芒果
【上野物產】赤宗,魚類
【上野物產】油雞肉絲,雞
【上野物產】波浪馬鈴薯條,馬鈴薯
【上野物產】炒飯,炒飯
【上野物產】炒麵,麵
【上野物產】花枝丸,花枝
【上野物產】花枝蝦捲,蝦;花枝
【上野物產】虱目魚丸,虱目魚
【上野物產】虱目魚排,虱目魚
【上野物產】金線魚,魚類
【上野物產】金橙柚茉綠茶 冷泡茶包,綠茶抹茶;柚子;柳橙
【上野物產】阿拉斯加 鮭魚丁,鮭魚
【上野物產】阿拉斯加紅鮭下巴,鮭魚
【上野物產】阿拉斯加野生鮭魚,鮭魚
【上野物產】南太平洋野生 紅斑魚片,魚類
【上野物產】南太平洋野生 紅斑魚腹肉丁,魚類
【上野物產】南部花生肉粽,飯類;肉類;花生
【上野物產】厚切日式大豬排 ,豬
【上野物產】厚切香酥炸排骨,排骨
【上野物產】扁魚,魚類
【上野物產】扁鱈,鱈魚
【上野物產】柳橙綠茶 冷泡茶包,綠茶抹茶;柳橙
【上野物產】炸小卷,海鮮
【上野物產】炸鬼頭刀魚塊,魚類
【上野物產】炸蝦球,蝦
【上野物產】炸鮪魚塊,鮪魚
【上野物產】秋刀魚切段,魚類
【上野物產】紅心芭樂奶香金萱 冷泡茶包,茶類;芭樂
【上野物產】紅白小湯圓,全穀類
【上野物產】紅白綠 綜合花椰菜/凱薩蔬菜,蔬菜
【上野物產】紅目鰱,魚類
【上野物產】紅豆芝麻球,紅豆;芝麻
【上野物產】紅燒豬腳圈,豬
【上野物產】紅龍牛肉湯,湯品;牛
【上野物產】美國 鮭魚小切片 馬蹄形,鮭魚
【上野物產】美國進口 冷凍藍莓,藍莓
【上野物產】英式炸魚條,魚類
【上野物產】韭菜盒子,蔬菜
【上野物產】香芋包/芋頭包,包子饅頭;芋頭
【上野物產】香菇土雞湯,湯品;雞;香菇
【上野物產】香菇筍絲肉羹,羹;肉類;香菇;筍子
【上野物產】香菜水餃,餃子;蔬菜
【上野物產】香酥柳葉魚,魚類
【上野物產】香酥雞腿肉塊,雞
【上野物產】香腸切片,香腸
【上野物產】剝皮辣椒雞湯,湯品;雞;辣椒
【上野物產】原汁鮮切紅燒牛肉湯,湯品;牛
【上野物產】原味/辣味 無骨鳳爪,雞
【上野物產】原味/韓式 菲力雞排 雞胸肉製成,雞
【上野物產】原味香腸,香腸
【上野物產】原味無骨鹽酥雞 雞胸肉 原肉製作,雞;鹽
【上野物產】唐寧伯爵茶 冷泡茶包,茶類
【上野物產】家鄉味手工水餃 玉米/韭菜/高麗菜,餃子;玉米;高麗菜
【上野物產】桂花烏龍 冷泡茶包,烏龍青茶
【上野物產】桂花雪梨烏龍 冷泡茶包,烏龍青茶
【上野物產】桂花蜜汁肋排切塊,豬;蜂蜜
【上野物產】桂蜜蘋果紅茶 冷泡茶包,紅茶;蜂蜜;蘋果
【上野物產】泰式月亮蝦餅,蝦
【上野物產】海鮮卷,海鮮
【上野物產】烏龍麵,麵
【上野物產】特大蚵仔,貝類
【上野物產】特選巴沙魚排,魚類
【上野物產】粄條,全穀類
【上野物產】紐西蘭 洋蔥丁,洋蔥
【上野物產】紐西蘭 洋蔥絲,洋蔥
【上野物產】紐西蘭 紫洋蔥絲,洋蔥
【上野物產】素食水餃,餃子
【上野物產】素食湯包,包子饅頭
【上野物產】素食菜脯蘿蔔糕,蘿蔔
【上野物產】素食熟鍋貼,餃子
【上野物產】脆皮雞肉捲,雞
【上野物產】脆薯/粗薯,馬鈴薯
【上野物產】草莓紅茶 冷泡茶包,紅茶;草莓
【上野物產】草蝦仁 無泡發不包冰,蝦
【上野物產】荔枝烏龍 冷泡茶包,烏龍青茶;荔枝
【上野物產】起司,起司
【上野物產】起司堡/起司麵包,起司;堡
【上野物產】高麗菜/韭菜 開口鍋貼,餃子;高麗菜
【上野物產】高麗菜水餃/韭菜水餃,餃子;高麗菜
【上野物產】高麗菜豬肉大鍋貼/韭菜豬肉大鍋貼,餃子;豬;高麗菜
【上野物產】帶皮鯛魚片,魚類
【上野物產】帶殼海瓜子,貝類
【上野物產】梅干扣肉,豬;蔬菜
【上野物產】涼拌木耳,木耳
【上野物產】涼拌牛蒡絲/蒜香小方干/涼拌干絲,蔬菜;豆干;蒜
【上野物產】涼拌脆腸,內臟及血製品
【上野物產】涼麵,麵
【上野物產】淄博豬肋排,豬
【上野物產】淄博燒烤牛小排,牛
【上野物產】清蒸肉圓,肉類;全穀類
【上野物產】清燉牛肉湯/清燉羊肉湯,湯品;牛;羊
【上野物產】甜不辣條,魚類
【上野物產】細薯,馬鈴薯
【上野物產】荷蘭進口 酥脆金黃洋蔥圈,洋蔥
【上野物產】莫札瑞拉起士條,起司
【上野物產】蛋黃芋頭丸,蛋類;芋頭
【上野物產】野生白口魚,魚類
【上野物產】野生肉鯽魚,魚類
【上野物產】魚翅金湯,魚類;湯品
【上野物產】麻油猴頭菇,菌菇;芝麻;油類
【上野物產】麻辣牛雜,牛;內臟及血製品;麻辣
【上野物產】椒鹽小酥肉,肉類;鹽;胡椒
【上野物產】椒鹽排骨酥,排骨;鹽;胡椒
【上野物產】港式叉燒包,包子饅頭;豬
【上野物產】港式奶黃包 ,包子饅頭;蛋類;奶油
【上野物產】港式芋頭糕,芋頭
【上野物產】港式蘿蔔糕,蘿蔔
【上野物產】無化學或物理發泡 天然白蝦仁,蝦
【上野物產】無刺炸魚排,魚類
【上野物產】無骨排骨酥/蒜味排骨酥,排骨;蒜
【上野物產】無骨醃製里肌豬排,豬
【上野物產】番茄洋蔥湯,湯品;番茄;洋蔥
【上野物產】筒仔米糕,米糕
【上野物產】紫米珍珠丸/白米珍珠丸,米;加工肉品
【上野物產】菠菜翡翠,蔬菜
【上野物產】進口 冷凍草莓,草莓
【上野物產】酥脆鮮枝風味排,花枝
【上野物產】酥脆雞排,雞
【上野物產】酥脆雞軟骨,雞
【上野物產】陽春麵,麵
【上野物產】黃金干貝風味酥  ,干貝
【上野物產】黃金麻油雞湯,湯品;雞;芝麻;油類
【上野物產】黃金蝦仁排,蝦
【上野物產】黑金流沙包,包子饅頭
【上野物產】黑輪片,魚類
【上野物產】黑鯧,魚類
【上野物產】傳統炒米粉,米粉炊粉
【上野物產】溫州鮮肉餛飩,餃子;肉類
【上野物產】煙燻豬頭皮,豬
【上野物產】照燒漢堡排,加工肉品;堡
【上野物產】瑞典風味牛肉丸,牛
【上野物產】葡萄柚青茶 冷泡茶包,烏龍青茶;柚子
【上野物產】葡萄烏龍 冷泡茶包,烏龍青茶;葡萄
【上野物產】嘉義東石手工蚵捲,貝類
【上野物產】榴槤起司燒,水果;起司
【上野物產】滷牛三寶,牛;內臟及血製品
【上野物產】滷牛筋,牛
【上野物產】滷牛筋、滷牛腱、滷大腸、滷牛肚,牛;內臟及血製品
【上野物產】綠花椰菜,蔬菜
【上野物產】翡翠燒賣/金黃燒賣,餃子
【上野物產】蒜香炸排骨,排骨;蒜
【上野物產】蒜頭土雞湯,湯品;雞;蒜
【上野物產】蒲燒鰻魚碎肉,魚類
【上野物產】蜜香桂花紅茶 冷泡茶包,紅茶
【上野物產】蜜桃烏龍 冷泡茶包,烏龍青茶;水蜜桃
【上野物產】豪華莓果,莓果
【上野物產】酸菜魚,魚類;酸菜
【上野物產】酸辣湯,湯品;辣椒
【上野物產】鳳梨青茶 冷泡茶包,烏龍青茶;鳳梨
【上野物產】鳳梨苦瓜雞湯,湯品;雞;鳳梨;蔬菜
【上野物產】德式香腸,香腸
【上野物產】歐式莓果,莓果
【上野物產】熟凍菠菜 切段,蔬菜
【上野物產】熟凍義大利麵,義大利麵
【上野物產】蔥肉餡餅/韭菜餡餅,麵餅;肉類;蔬菜;蔥
【上野物產】蔥花蛋餅皮/芝麻蛋餅皮/素食全麥蛋餅皮,麵餅;蔥;芝麻;麥
【上野物產】蝦仁蒸餃,餃子;蝦
【上野物產】蝦仁燒賣,蝦;餃子
【上野物產】豬肉漢堡排,豬;加工肉品;堡
【上野物產】豬肚胡椒雞湯,湯品;豬;內臟及血製品;雞;胡椒
【上野物產】醃製帶骨雞腿排,雞
【上野物產】髮菜肉絲羹,肉類;蔬菜;羹
【上野物產】魷魚圈,魷魚
【上野物產】橙花紅茶 冷泡茶包,紅茶;柳橙
【上野物產】龍蝦,蝦
【上野物產】薄脆蝦仁排,蝦
【上野物產】韓式魚板,魚類
【上野物產】鮟鱇魚片,魚類
【上野物產】鮭魚腹鰭肉,鮭魚
【上野物產】鮮肉包/竹筍包,包子饅頭;肉類;筍子
【上野物產】鮮美小干貝,干貝
【上野物產】鮮凍生白蝦,蝦
【上野物產】鮮脆刻花魷魚,魷魚
【上野物產】鮮蝦河粉/叉燒風味河粉,蝦;豬;米粉炊粉
【上野物產】檸檬綠茶 冷泡茶包,綠茶抹茶;檸檬
【上野物產】醬燒里肌豬排,豬
【上野物產】雞汁湯包,包子饅頭;雞
【上野物產】雞腿排 無骨 ,雞
【上野物產】鮸魚排,魚類
【上野物產】臘味蘿蔔糕,蘿蔔
【上野物產】藥膳花生豬腳湯,湯品;花生;豬;中藥材
【上野物產】嚴選新鮮凍沙蟹鉗,蟹
【上野物產】糯米珍珠丸,米;加工肉品
【上野物產】蘋橙伯爵紅茶 冷泡茶包,紅茶;蘋果;柳橙
【上野物產】鹹豬肉,豬
【上野物產】麵疙瘩,麵
【上野物產】麵線糊,麵線
【上野物產】鐵板麵,麵
【上野物產】鐵路大排、帶骨豬肉大排,豬
【上野物產】鱈魚丸,鱈魚
【上野物產】鑫鑫腸,火腿熱狗
【上野物產】鹽可頌,丹麥可頌;鹽
【上善豆家】糖醋雞丁,雞;醋;糖
【久久津乳酪本舖】方度乳酪蛋糕,蛋糕;起司
【久久津乳酪本舖】北海道布蕾蛋糕,蛋糕
【久久津乳酪本舖】北海道爆漿乳酪塔,起司;點心類
【久久津乳酪本舖】玫瑰檸檬乳酪塔,起司;檸檬;點心類
【久久津乳酪本舖】雪藏莓果乳酪蛋糕,蛋糕;起司;莓果
【久久津乳酪本舖】雪鶴蛋糕,蛋糕
【久久津乳酪本舖】開運布丁燒禮盒,布丁
【久久津乳酪本舖】蜜桃夾心方度乳酪,起司;水蜜桃
【久久津乳酪本舖】檸檬舒芙蕾蛋糕,蛋糕;檸檬
【久久津乳酪本舖】鯉魚造型綠豆冰糕,綠豆
【大田海洋】大田海洋 辣的魚干,魚類;辣椒
【大田海洋】香之魚,魚類
【大田海洋】蜜沙茶魚片,蜂蜜;沙茶;魚類
【大田海洋】鮭魚風味切片,鮭魚
【大田海洋】鱈魚杏仁脆片,鱈魚;杏仁;餅乾脆片
【大田海洋】鱈魚香絲,鱈魚
【大尖山】雲林華山古坑二合一咖啡,咖啡
【大拇指】五香牛肉乾,牛;肉乾
【大拇指】天然水,飲用水
【大拇指】皮蛋,蛋類
【大拇指】全脂牛乳,牛奶
【大拇指】竹炭水,飲用水
【大拇指】初榨冷壓橄欖油,橄欖油
【大拇指】味付海苔-原味,海苔
【大拇指】味付海苔-辣味,海苔;辣椒
【大拇指】岩燒三切海苔-芥末,海苔
【大拇指】岩燒三切海苔-原味,海苔
【大拇指】岩燒三切海苔-辣味,海苔;辣椒
【大拇指】岩燒海苔,海苔
【大拇指】炊粉,米粉炊粉
【大拇指】芥花油,油類
【大拇指】胡椒鹽烤海苔,海苔;鹽;胡椒
【大拇指】香酥醬燒海苔,海苔
【大拇指】原味海苔酥,海苔
【大拇指】純水,飲用水
【大拇指】純橄欖油,橄欖油
【大拇指】梅子醋,醋;梅子
【大拇指】細砂糖,糖
【大拇指】麻辣牛肉乾,麻辣;牛;肉乾
【大拇指】結晶冰糖,糖
【大拇指】黑胡椒豬肉乾,胡椒;豬;肉乾
【大拇指】黑糖,黑糖
【大拇指】葵花油,油類
【大拇指】蜜汁豬肉乾,蜂蜜;豬;肉乾
【大拇指】寬鱈魚風味香絲,鱈魚
【大拇指】熟鹹蛋,蛋類
【大拇指】澳洲細燕麥片,燕麥;麥片
【大拇指】激氣泡水Power,汽水
【大拇指】韓國特等廣川海苔,海苔
【大拇指】糯米粉,米
【大拇指】蘋果醋,醋;蘋果
【大拇指】鱈魚風味香絲,鱈魚
【大拇指】鹼性離子水,飲用水
【大拙匠人】鵝油先生金蔥鵝油,油類;蔥
【大溪豆干】川味麻辣-全素,豆干;麻辣
【大溪豆干】素沙茶-全素,豆干;沙茶
【大溪豆干】黑胡椒-全素,豆干;胡椒
【小人物】濃厚版燕麥奶,燕麥
【小川漁屋】大比目魚厚切,魚類
【小川漁屋】台灣純海水低密度養殖鱸魚清肉排,魚類
【小川漁屋】台灣野生竹筴魚切片,魚類
【小川漁屋】台灣鱸魚清肉丁,魚類
【小川漁屋】外銷用台灣鯛魚片,魚類
【小川漁屋】巨無霸大比目魚厚切,魚類
【小川漁屋】石狗公清肉片,魚類
【小川漁屋】活凍南美白蝦,蝦
【小川漁屋】紅白雙星純肉鰻魚,魚類
【小川漁屋】香酥花枝排,花枝
【小川漁屋】挪威鯖魚一夜干,魚類
【小川漁屋】特大安心開背蝦仁,蝦
【小川漁屋】特級純天然無刺巴沙魚排,魚類
【小川漁屋】紐西蘭雪鯛切片,魚類
【小川漁屋】野生北海大干貝,干貝
【小川漁屋】野生秋刀魚,魚類
【小川漁屋】野生挪威薄鹽鯖魚,魚類;鹽
【小川漁屋】智利巨大厚切鮭魚,鮭魚
【小川漁屋】智利鮮凍鮭魚切片,鮭魚
【小川漁屋】智利鮮凍鮭魚尾排,鮭魚
【小川漁屋】無肚洞厚切大比目魚,魚類
【小川漁屋】無肚洞家常大比目魚,魚類
【小川漁屋】極品南非活凍帶殼鮑魚,鮑魚
【小川漁屋】極鮮花枝蝦滑,蝦;花枝
【小川漁屋】極鮮野生肉魚,魚類
【小川漁屋】極鮮飽滿花蛤貝肉,貝類
【小川漁屋】遠洋白帶魚切段,魚類
【小川漁屋】熟凍帶殼鮑魚,鮑魚
【小川漁屋】鮮凍刻花魷魚,魷魚
【小川漁屋】鮮凍海灣珠貝,貝類
【小川漁屋】鮮凍無肚洞土魠魚切片,魚類
【小川漁屋】嚴選活凍鳳螺,貝類
【小川漁屋】嚴選家常鮭魚＋大比目魚切片,鮭魚
【小老板】厚片海苔-山葵味,海苔
【小老板】厚片海苔-原味,海苔
【小老板】厚片海苔-辣香味,海苔;辣椒
【小老板】海苔棒棒捲-原味,海苔
【小老板】海苔棒棒捲-辣香味,海苔;辣椒
【小老板】超級大海苔超值包,海苔
【小林煎餅】蜂蜜檸檬餅,蜂蜜;檸檬
【小林煎餅】鮮奶薄餅,牛奶;餅乾脆片
【小林煎餅】雞蛋煎餅,蛋類;餅乾脆片
【小倉食宅】尋蜜趣百花蜂蜜隨身瓶,蜂蜜
【小倉食宅】尋蜜趣龍眼蜂蜜隨身瓶,蜂蜜;龍眼
【小島食品】芝麻風味魚乾,魚類;芝麻
【小嗡農】特級龍眼蜜,蜂蜜;龍眼
【小綠人】絕配綜合豆果子,豆類;堅果種子類
【小潘】鳳凰酥,鳳梨;蛋類;點心類
【小磨坊】吃飯珍青鬆-鰹魚營養元素,魚類
【小磨坊】金黃蒜油,油類;蒜
