"text","labels"
"[ORIONJAKO]韓國麻油風味海苔","Root;食材;堅果種子類;油類;蔬菜;海苔;芝麻"
"[ORIONJAKO]韓國嚴選味付海苔","Root;食材;蔬菜;海苔"
"[OSK]麥茶","Root;食材;全穀類;其它類;飲品類;麥;茶類"
"[OTTOGI 韓國不倒翁]韓式正Q冬粉","Root;食材;全穀類;冬粉絲"
"[OTTOGI 韓國不倒翁]韓式正Q寬板條冬粉","Root;食材;全穀類;冬粉絲"
"[PICKWICK]荷蘭品味伯爵茶","Root;食材;其它類;飲品類;茶類"
"[PICKWICK]荷蘭品味森林莓果茶","Root;食材;其它類;水果;莓果;飲品類;茶類"
"[PICKWICK]荷蘭品味錫蘭茶","Root;食材;其它類;飲品類;茶類"
"[POST]可可風味早餐脆片","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[POST]杏仁風味早餐脆片","Root;食材;其它類;堅果種子類;杏仁;點心類;餅乾脆片"
"[POST]草莓風味早餐脆片","Root;食材;其它類;水果;莓果;點心類;草莓;餅乾脆片"
"[POST]碎小麥早餐脆片","Root;食材;全穀類;其它類;麥;點心類;餅乾脆片"
"[POST]蜂蜜風味早餐脆片","Root;食材;其它類;點心類;蜂蜜;餅乾脆片"
"[POST]蜂蜜風味花型脆片","Root;食材;其它類;點心類;蜂蜜;餅乾脆片"
"[POST]蔓越莓杏仁風味早餐脆片","Root;食材;其它類;堅果種子類;水果;杏仁;莓果;點心類;蔓越莓;餅乾脆片"
"[POST]藍莓風味早餐脆片","Root;食材;其它類;水果;莓果;點心類;藍莓;餅乾脆片"
"[Q-LIFE 享活]天然享活有機黑木耳露","Root;食材;蔬菜;菌菇;木耳"
"[Quaker 桂格]全天然高蛋白黑芝麻豆奶無添加糖","Root;食材;堅果種子類;豆類;芝麻;豆漿豆奶"
"[Quaker 桂格]每日滿足蛋白穀物棒-藍莓可可","Root;食材;全穀類;堅果種子類;水果;可可;莓果;藍莓"
"[Quaker 桂格]每日滿足蛋白穀脆-可可鮮莓","Root;食材;全穀類;其它類;堅果種子類;水果;可可;莓果;點心類;餅乾脆片"
"[Quaker 桂格]每日滿足蛋白穀脆-莓果派對","Root;食材;全穀類;其它類;水果;莓果;點心類;餅乾脆片"
"[Quaker 桂格]每日滿足蛋白穀脆-綜合水果","Root;食材;全穀類;其它類;水果;點心類;餅乾脆片"
"[Quaker 桂格]桂格濃湯燕麥-吻仔魚昆布風味","Root;食材;全穀類;其它類;海鮮;蔬菜;複合食品;魚類;麥;湯品;燕麥;濃湯"
"[Quaker 桂格]莓好果漾沖泡榖奶昔","Root;食材;乳品類;全穀類;水果;莓果"
"[Quaker 桂格]減糖黑十穀","Root;食材;全穀類"
"[Red Bull 紅牛]巨峰葡萄風味能量飲料","Root;食材;其它類;水果;葡萄;飲品類"
"[Red Bull 紅牛]能量飲料","Root;食材;其它類;飲品類"
"[RED COW紅牛]100%全脂奶粉","Root;食材;乳品類;奶粉"
"[RED COW紅牛]全脂奶粉","Root;食材;乳品類;奶粉"
"[Red Tractor]黃金高蛋白烤燕麥脆","Root;食材;全穀類;其它類;麥;點心類;燕麥;餅乾脆片"
"[Red Tractor]黃金高蛋白蜂蜜烘烤燕麥脆","Root;食材;全穀類;其它類;麥;點心類;燕麥;蜂蜜;餅乾脆片"
"[Red Tractor]黃金高蛋白蔓越莓烘烤燕麥脆","Root;食材;全穀類;其它類;水果;莓果;麥;點心類;燕麥;蔓越莓;餅乾脆片"
"[RICHWELL]大麥麥茶","Root;食材;全穀類;其它類;飲品類;麥;茶類"
"[RICHWELL]宇治森德三角綠茶包","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[RICHWELL]宇治森德玄米茶包","Root;食材;全穀類;其它類;米;飲品類;糙米玄米;茶類"
"[RICHWELL]宇治森德綠茶茶包","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[RICHWELL]雀巢Excella瓶裝咖啡-無糖","Root;食材;其它類;飲品類;咖啡"
"[ROASTA]冷研拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[ROASTA]冷研無糖黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[ROASTA]咖啡拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[ROASTA]無糖黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[ROASTA洛塔]冷研無糖黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[SAJO]SAJO韓國海苔酥","Root;食材;蔬菜;海苔"
"[SAJO]冬粉","Root;食材;全穀類;冬粉絲"
"[SAJO]炒海苔-原味","Root;食材;蔬菜;海苔"
"[SAJO]韓國海苔酥","Root;食材;蔬菜;海苔"
"[SAJO]韓國海苔酥-蝦子&鯷魚口味","Root;食材;海鮮;蔬菜;海苔;甲殼類;魚類;蝦"
"[Sangaria]黑豆茶","Root;食材;其它類;豆類;飲品類;茶類"
"[Starbucks 星巴克]特選系列-太妃核果風味咖啡","Root;食材;其它類;堅果種子類;飲品類;咖啡"
"[Starbucks 星巴克]特選系列-太妃核果風味拿鐵","Root;食材;其它類;堅果種子類;飲品類;咖啡;拿鐵"
"[Starbucks 星巴克]濾掛咖啡 派克市場烘焙咖啡","Root;食材;其它類;飲品類;咖啡"
"[SUNLEE]米粉","Root;食材;全穀類;米;米粉炊粉"
"[SUNLEE]調和米粉條","Root;食材;全穀類;米;米粉炊粉"
"[Suntory 三得利]Green dakara 玉米茶","Root;食材;全穀類;其它類;玉米;飲品類;茶類"
"[Suntory 三得利]伊右衛門熱茶系列","Root;食材;其它類;飲品類;茶類"
"[SUPER]超級三合一原味奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"[SUPER]超級三合一原味即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[SUPER]超級三合一原味減糖奶茶","Root;食材;其它類;飲品類;茶類;奶茶"
"[SUPER]超級三合一特濃即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[SWISS MISS]牛奶可可粉-棉花糖","Root;食材;乳品類;其它類;堅果種子類;可可;牛奶;點心類;糖果"
"[SWISS MISS]香醇牛奶可可粉","Root;食材;乳品類;堅果種子類;可可;牛奶"
"[SWISS MISS]黑摩卡風味可可粉","Root;食材;堅果種子類;可可"
"[SWISS MISS]義式榛果風味可可粉","Root;食材;堅果種子類;可可;榛果"
"[SWISS MISS]熱可可粉/牛奶巧克力","Root;食材;乳品類;堅果種子類;可可;牛奶"
"[SWISS MISS]濃情棉花糖熱可可粉","Root;食材;其它類;堅果種子類;可可;點心類;糖果"
"[TARAMI]TARAMI果凍杯","Root;食材;其它類;點心類;果凍"
"[TARAMI]吸吸果凍水蜜桃","Root;食材;其它類;水果;水蜜桃;點心類;果凍"
"[TARAMI]吸吸果凍白葡萄","Root;食材;其它類;水果;葡萄;點心類;果凍"
"[TARAMI]吸吸果凍葡萄","Root;食材;其它類;水果;葡萄;點心類;果凍"
"[TARAMI]吸吸果凍蘋果","Root;食材;其它類;水果;蘋果;點心類;果凍"
"[TARAMI]吸果凍","Root;食材;其它類;點心類;果凍"
"[TARAMI]果凍杯","Root;食材;其它類;點心類;果凍"
"[TGC 台灣咖啡莊園]台灣古坑滴濾式咖啡","Root;食材;其它類;飲品類;咖啡"
"[TGC 台灣咖啡莊園]阿里山滴濾式咖啡","Root;食材;其它類;飲品類;咖啡"
"[TGC 台灣咖啡莊園]滴濾式咖啡","Root;食材;其它類;飲品類;咖啡"
"[Tipo]皇家經典曲奇餅-奶油口味","Root;食材;乳品類;其它類;奶油;點心類;餅乾脆片"
"[Tipo]皇家經典曲奇餅-巧克力口味","Root;食材;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[TOPDRY 頂級乾燥]厚切海苔燒","Root;食材;蔬菜;海苔"
"[TSUBOICHI SEICHA]TSUBOICHI 製茶本舖 宇治抹茶粉","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[TTL 台酒]紅麴黑麥汁","Root;食材;全穀類;其它類;飲品類;麥;汽水"
"[TTL 台酒]原味黑麥汁","Root;食材;全穀類;其它類;飲品類;麥;汽水"
"[Twinings 唐寧茶] 皇家伯爵茶","Root;食材;其它類;飲品類;茶類"
"[Twinings 唐寧茶]英倫早餐茶","Root;食材;其它類;飲品類;茶類"
"[Twinings 唐寧茶]極品錫蘭茶","Root;食材;其它類;飲品類;茶類"
"[Twinings 唐寧茶]綜合野莓茶","Root;食材;其它類;水果;莓果;飲品類;茶類"
"[TWININGS]仕女伯爵茶","Root;食材;其它類;飲品類;茶類"
"[TWININGS]四紅果茶","Root;食材;其它類;水果;飲品類;茶類"
"[TWININGS]香甜蜜桃茶","Root;食材;其它類;水果;水蜜桃;飲品類;茶類"
"[TWININGS]唐寧伯爵茶","Root;食材;其它類;飲品類;茶類"
"[TWININGS]歐式大吉嶺茶","Root;食材;其它類;飲品類;茶類"
"[TWS]元色金冰糖","Root;食材;其它類;調味料;糖"
"[TWS]台灣味黑糖","Root;食材;其它類;調味料;糖;黑糖"
"[TWS]台灣維生手工純黑糖","Root;食材;其它類;調味料;糖;黑糖"
"[TWS]台灣維生方糖","Root;食材;其它類;調味料;糖"
"[TWS]台灣維生古早冰糖","Root;食材;其它類;調味料;糖"
"[TWS]台灣維生細粒紅冰糖","Root;食材;其它類;調味料;糖"
"[TWS]紅冰糖","Root;食材;其它類;調味料;糖"
"[TWS]特製紅糖","Root;食材;其它類;調味料;糖"
"[TWS]細粒冰糖","Root;食材;其它類;調味料;糖"
"[T世家]有機綠茶三角立體茶包","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]冷泡茶-玄米煎茶","Root;食材;全穀類;其它類;米;飲品類;糙米玄米;茶類"
"[T世家]冷泡茶-茉香綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]冷泡茶-烏龍茶","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[T世家]抹茶粉","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]阿里山茶","Root;食材;其它類;飲品類;茶類"
"[T世家]阿里山高山茶","Root;食材;其它類;飲品類;茶類"
"[T世家]雨林紅茶簡易包","Root;食材;其它類;飲品類;茶類;紅茶"
"[T世家]原片茉香綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]桂花釀茶","Root;食材;其它類;飲品類;茶類"
"[T世家]極品阿里山茶","Root;食材;其它類;飲品類;茶類"
"[T世家]極品凍頂烏龍","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[T世家]碧螺春綠茶","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]福爾摩沙紅茶","Root;食材;其它類;飲品類;茶類;紅茶"
"[T世家]精選茉香綠茶包","Root;食材;其它類;飲品類;茶類;綠茶抹茶"
"[T世家]精選凍頂烏龍茶包","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[T世家]精選錫蘭紅茶包","Root;食材;其它類;飲品類;茶類;紅茶"
"[T世家]鮮露金萱烏龍三角立體茶包","Root;食材;其它類;飲品類;茶類;烏龍青茶"
"[T世家]鮮露紅茶三角立體茶包","Root;食材;其它類;飲品類;茶類;紅茶"
"[UCC]AROMA BREW艾洛瑪水果風味咖啡","Root;食材;其它類;水果;飲品類;咖啡"
"[UCC]AROMA BREW艾洛瑪拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[UCC]AROMA BREW艾洛瑪黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]Aroma 拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[UCC]Aroma 黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]BLACK無糖咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]BLACK無糖黑咖啡飲料","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]Special 精製即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]UCC Aroma 拿鐵咖啡","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[UCC]UCC Aroma 黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]艾洛瑪氣泡柚子風味咖啡","Root;食材;其它類;水果;柑橘;飲品類;咖啡;柚子"
"[UCC]艾洛瑪氣泡黑咖啡/無糖","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]冷泡義式香濃拿鐵","Root;食材;其它類;飲品類;咖啡;拿鐵"
"[UCC]冷泡鹽味焦糖風味拿鐵","Root;食材;其它類;調味料;飲品類;咖啡;糖;鹽;拿鐵;焦糖"
"[UCC]即溶咖啡粉","Root;食材;其它類;飲品類;咖啡"
"[UCC]典藏風味濾掛式咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]法式深焙濾掛式咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]冠軍監修甘醇橙香濾掛式咖啡","Root;食材;其它類;水果;柑橘;飲品類;咖啡;柳橙"
"[UCC]冠軍監修醇香果調濾掛式咖啡","Root;食材;其它類;水果;飲品類;咖啡"
"[UCC]冠軍監修濾掛式咖啡-蜜柑堅果","Root;食材;其它類;堅果種子類;水果;柑橘;飲品類;咖啡"
"[UCC]炭燒即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]炭燒濾掛式咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]浸泡式咖啡-甘甜果香","Root;食材;其它類;水果;飲品類;咖啡"
"[UCC]浸泡式咖啡-香醇堅果","Root;食材;其它類;堅果種子類;飲品類;咖啡"
"[UCC]無糖黑咖啡","Root;食材;其它類;飲品類;咖啡;黑咖啡"
"[UCC]職人冰咖啡","Root;食材;其它類;飲品類;咖啡"
"[UCC]職人柔和果香濾掛式咖啡","Root;食材;其它類;水果;飲品類;咖啡"
"[UCC]職人香濃綜合即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[UMM]印加果綠咖啡  防彈咖啡","Root;食材;其它類;堅果種子類;飲品類;咖啡"
"[Vinacafe]三合一即溶咖啡","Root;食材;其它類;飲品類;咖啡"
"[Viola]德國可可香蕉片脆穀片","Root;食材;全穀類;其它類;堅果種子類;水果;可可;香蕉;點心類;餅乾脆片"
"[Viola]德國草莓脆穀片","Root;食材;全穀類;其它類;水果;莓果;點心類;草莓;餅乾脆片"
"[Viola]德國經典可可脆穀片","Root;食材;全穀類;其它類;堅果種子類;可可;點心類;餅乾脆片"
"[Viola]德國經典杏仁脆穀片","Root;食材;全穀類;其它類;堅果種子類;杏仁;點心類;餅乾脆片"
"[Weet-Bix]澳洲全榖片Mini-酥脆巧克","Root;食材;全穀類;堅果種子類;可可"
"[YAMAEI]煙燻起司魷魚","Root;食材;乳品類;海鮮;起司;魷魚"
"[一碗好麵]螺螄粉專用米粉","Root;食材;全穀類;米;米粉炊粉"
"[九如商號]芝麻湯圓","Root;食材;全穀類;堅果種子類;芝麻"
"[九如商號]花生湯圓","Root;食材;全穀類;堅果種子類;花生"
"[九如商號]鮮肉湯圓","Root;食材;全穀類;肉類"
"[九福]草莓酥","Root;食材;其它類;水果;莓果;點心類;草莓"
"[九福]鳳梨酥","Root;食材;其它類;水果;鳳梨;點心類"
"[九福]藍莓酥","Root;食材;其它類;水果;莓果;點心類;藍莓"
"[人和園]人和園雲南菜 五行菇菇湯","Root;食材;其它類;蔬菜;菌菇;複合食品;湯品"
"[人和園]人和園雲南菜 雲滇紅燒肉","Root;食材;肉類"
"[人和園]人和園雲南菜 酸菜肉末花枝","Root;食材;海鮮;肉類;蔬菜;花枝;酸菜"
"[人和園]人和園雲南菜 蘆筍百合","Root;食材;蔬菜;筍子"
"[刁民]預購秘罈酸菜魚套組","Root;食材;海鮮;蔬菜;酸菜;魚類"
"[十六茶]零咖啡因複方茶","Root;食材;其它類;飲品類;茶類"
"[十全]十全綜合果醋","Root;食材;其它類;調味料;醋"
"[十全]十全綜合蒟蒻","Root;食材;其它類;點心類;蒟蒻"
"[十全]純正香油","Root;食材;油類;香油"
"[十穀米]同心餅-陽光海苔","Root;食材;蔬菜;海苔"
"[卜祥]老中醫豆干/豆丁","Root;食材;豆類;豆干"
"[卜蜂]香檸風味烤雞翅","Root;食材;水果;肉類;柑橘;雞;檸檬"
"[卜蜂]紐奧良辣烤雞翅","Root;食材;肉類;蔬菜;辣椒;雞"
"[卜蜂]蒜香烤雞翅","Root;食材;肉類;蔬菜;蒜;雞"
"[卜蜂]醃漬去骨雞腿排(原味)","Root;食材;肉類;雞"
"[卜蜂]醃漬去骨雞腿排(黑胡椒)","Root;食材;其它類;肉類;調味料;雞;胡椒"
"[三井]三溫糖","Root;食材;其它類;調味料;糖"
"[三味屋]苔嗑厚切海苔-椒鹽風味","Root;食材;其它類;蔬菜;海苔;調味料;胡椒;鹽"
"[三味屋]雅系列 日式 柚香 海苔","Root;食材;水果;蔬菜;柑橘;海苔;柚子"
"[三味屋]雅系列 日式 梅子 海苔","Root;食材;水果;蔬菜;梅子;海苔"
"[三味屋]雅系列 日式醬香海苔","Root;食材;蔬菜;海苔"
"[三味屋]韓式岩燒海苔(原味)","Root;食材;蔬菜;海苔"
"[三味屋]韓式岩燒海苔(辣味)","Root;食材;蔬菜;海苔;辣椒"
"[三花]粉絲","Root;食材;全穀類;冬粉絲"
"[三記]手工魚餃","Root;食材;全穀類;海鮮;餃子;魚類"
"[三記]手工蝦餃","Root;食材;全穀類;海鮮;甲殼類;餃子;蝦"
"[三頓飯]經典主廚牛肉麵-三種口味選","Root;食材;全穀類;肉類;牛;麵"
"[上口美食]上口美食極品紅燒魚翅羹","Root;食材;其它類;海鮮;複合食品;魚類;羹"
"[上友]北海道嚴選磯昆布","Root;食材;蔬菜"
"[上海鄉村]本幫東坡肉","Root;食材;肉類;豬"
"[上海鄉村]本幫鮑魚紅燒肉","Root;食材;海鮮;肉類;貝類;鮑魚"
"[上海鄉村]白燒砂鍋濃魚湯","Root;食材;其它類;海鮮;複合食品;魚類;湯品"
"[上海鄉村]栗子燒雞飯","Root;食材;全穀類;堅果種子類;肉類;米;雞;飯類"
"[上海鄉村]滬杭口水雞","Root;食材;肉類;雞"
"[上野物產] 北太平洋野生 粉鮭切片","Root;食材;海鮮;魚類;鮭魚"
"[上野物產] 阿拉斯加野生鮭魚","Root;食材;海鮮;魚類;鮭魚"
"[上野物產]A級 金勾魚翅/羽毛魚翅","Root;食材;海鮮;魚類"
"[上野物產]A級 雞肉大熱狗","Root;食材;肉類;加工肉品;雞;火腿熱狗"
"[上野物產]CAS 台灣產 馬鈴薯丁","Root;食材;全穀類;馬鈴薯"
"[上野物產]NG土魠魚","Root;食材;海鮮;魚類"
"[上野物產]NG組合大干貝 非生食","Root;食材;海鮮;貝類;干貝"
"[上野物產]NG碎培根","Root;食材;肉類;加工肉品"
"[上野物產]NG鮭魚","Root;食材;海鮮;魚類;鮭魚"
"[上野物產]九份芋圓/地瓜圓","Root;食材;全穀類;地瓜;芋頭"
"[上野物產]九層塔蔥抓餅","Root;食材;全穀類;蔬菜;蔥;麵餅"
"[上野物產]人參土雞湯","Root;食材;其它類;肉類;中藥材;複合食品;雞;人蔘;湯品"
"[上野物產]三角薯餅","Root;食材;全穀類;馬鈴薯"
"[上野物產]三杯杏鮑菇","Root;食材;蔬菜;菌菇"
"[上野物產]上海生煎包","Root;食材;全穀類;包子饅頭"
"[上野物產]千張草蝦捲","Root;食材;海鮮;甲殼類;蝦"
"[上野物產]千層三星蔥拉餅","Root;食材;全穀類;蔬菜;蔥;麵餅"
"[上野物產]土魠魚切片","Root;食材;海鮮;魚類"
"[上野物產]大蝦仁排","Root;食材;海鮮;甲殼類;蝦"
"[上野物產]大雞腿排","Root;食材;肉類;雞"
"[上野物產]小干貝/小帆立貝","Root;食材;海鮮;貝類;干貝"
"[上野物產]小白蝦仁","Root;食材;海鮮;甲殼類;蝦"
"[上野物產]小白鯧","Root;食材;海鮮;魚類"
"[上野物產]小羊腸","Root;食材;肉類;內臟及血製品;羊"
"[上野物產]小肉包","Root;食材;全穀類;肉類;包子饅頭"
"[上野物產]小肉豆","Root;食材;肉類;加工肉品"
"[上野物產]小金鯧","Root;食材;海鮮;魚類"
"[上野物產]小蚵嗲/蚵包","Root;食材;海鮮;貝類"
"[上野物產]小銀絲卷","Root;食材;全穀類;包子饅頭"
"[上野物產]小熱狗","Root;食材;肉類;加工肉品;火腿熱狗"
"[上野物產]小籠湯包","Root;食材;全穀類;包子饅頭"
"[上野物產]干貝蘿蔔糕","Root;食材;海鮮;蔬菜;蘿蔔;貝類;干貝"
"[上野物產]丹麥吐司","Root;食材;全穀類;麵包;丹麥可頌;吐司"
"[上野物產]五彩芋圓","Root;食材;全穀類;芋頭"
"[上野物產]六吋橢圓牽絲披薩 培根/總匯","Root;食材;全穀類;肉類;加工肉品;麵餅"
"[上野物產]巴沙魚片","Root;食材;海鮮;魚類"
"[上野物產]手工泡菜/韭菜/咖哩煎餃","Root;食材;全穀類;其它類;蔬菜;泡菜;調味料;餃子;咖哩"
"[上野物產]手工蔥抓餅","Root;食材;全穀類;蔬菜;蔥;麵餅"
"[上野物產]日式拉麵","Root;食材;全穀類;麵;拉麵"
"[上野物產]日式炸豬排/台式炸豬排","Root;食材;肉類;豬"
"[上野物產]日式唐揚雞塊","Root;食材;肉類;雞"
"[上野物產]日式蒲燒鯛魚腹排","Root;食材;海鮮;魚類"
"[上野物產]月眉魚翅","Root;食材;海鮮;魚類"
"[上野物產]毛豆仁","Root;食材;豆類"
"[上野物產]水晶芋頭粿","Root;食材;全穀類;芋頭"
"[上野物產]水蜜桃伯爵 冷泡茶包","Root;食材;其它類;水果;水蜜桃;飲品類;茶類"
"[上野物產]火腿丁","Root;食材;肉類;加工肉品;火腿熱狗"
"[上野物產]牛肉漢堡排","Root;食材;全穀類;肉類;加工肉品;牛;麵包;堡"
"[上野物產]牛肉餡餅","Root;食材;全穀類;肉類;牛;麵餅"
"[上野物產]加拿大進口 冷凍蔓越莓","Root;食材;水果;莓果;蔓越莓"
"[上野物產]北太平洋野生 粉鮭切片","Root;食材;海鮮;魚類;鮭魚"
"[上野物產]卡啦大雞排","Root;食材;肉類;雞"
"[上野物產]卡啦脆皮豬排","Root;食材;肉類;豬"
"[上野物產]古早味貢丸","Root;食材;肉類;加工肉品"
"[上野物產]可頌燒餅/芝麻燒餅","Root;食材;全穀類;堅果種子類;芝麻;麵包;麵餅;丹麥可頌"
"[上野物產]台式大雞排 帶骨","Root;食材;肉類;雞"
"[上野物產]台南意麵","Root;食材;全穀類;麵"
"[上野物產]台灣產 小黃瓜切片","Root;食材;蔬菜"
